segmentnr	original	analyzed
PA_bi-vb_pc30:1.2.3	“cīvaraṁ amhākaṁ bhavissatī”ti kathinuddhāraṁ paṭibāhi.	cīvaram amhākam bhavissati iti kathin uddhāram paṭibāhi 
PA_bi-vb_pc30:1.2.4	Atha kho so upāsako ujjhāyati khiyyati vipāceti—	atha kho saḥ upāsakaḥ ujjhāyati khiyyati vipāceti 
PA_bi-vb_pc30:1.2.5	“kathañhi nāma bhikkhuniyo amhākaṁ kathinuddhāraṁ na dassantī”ti.	katham hi nāma bhikkhuniyaḥ amhākam kathin uddhāram na dassanti iti 
PA_bi-vb_pc30:1.2.6	Assosuṁ kho bhikkhuniyo tassa upāsakassa ujjhāyantassa khiyyantassa vipācentassa.	assosum kho bhikkhuniyaḥ tassa upāsakassa ujjhāyantassa khiyyantassa vipācentassa 
PA_bi-vb_pc30:1.2.7	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—	yāḥ tāḥ bhikkhuniyaḥ appicchāḥ pe tāḥ ujjhāyanti khiyyanti vipācenti 
PA_bi-vb_pc30:1.2.8	“kathañhi nāma ayyā thullanandā dhammikaṁ kathinuddhāraṁ paṭibāhissatī”ti …pe…	katham hi nāma ayyā thullanandā dhammikam kathinuddhāram paṭibāhissati iti pe 
PA_bi-vb_pc30:1.2.9	“saccaṁ kira, bhikkhave, thullanandā bhikkhunī dhammikaṁ kathinuddhāraṁ paṭibāhatī”ti?	saccam kira bhikkhave thullanandā bhikkhunī dhammikam kathinuddhāram paṭibāhati iti 
PA_bi-vb_pc30:1.2.10	“Saccaṁ, bhagavā”ti.	sat ca bhagavān ati 
PA_bi-vb_pc30:1.2.11	Vigarahi buddho bhagavā …pe…	vigarahi buddhaḥ bhagavān pe 
PA_bi-vb_pc30:1.2.12	kathañhi nāma, bhikkhave, thullanandā bhikkhunī dhammikaṁ kathinuddhāraṁ paṭibāhissati.	katham hi nāma bhikkhave thullanandā bhikkhunī dhammikam kathin uddhāram paṭibāhissati 
PA_bi-vb_pc30:1.2.13	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…	na ita bhikkhave appasannānam vā pasādāya pe 
PA_bi-vb_pc30:1.2.14	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	evam ca pana bhikkhave bhikkhuniyaḥ imam sikkhāpadam uddisantu 
PA_bi-vb_pc30:1.2.15.1	“Yā pana bhikkhunī dhammikaṁ kathinuddhāraṁ paṭibāheyya, pācittiyan”ti.	yā pana bhikkhunī dhammikam kathinuddhāram paṭibāheyya pācittiyanti 
PA_bi-vb_pc30:2.1.1	Yā panāti	yā panāti 
PA_bi-vb_pc30:2.1.2	yā yādisā …pe…	yā yā disā pe 
PA_bi-vb_pc30:2.1.3	bhikkhunīti	bhikkhunī iti 
PA_bi-vb_pc30:2.1.4	…pe… ayaṁ imasmiṁ atthe adhippetā bhikkhunīti.	pe ayam imasmin atthe adhippetā bhikkhunī iti 
PA_bi-vb_pc30:2.1.5	Dhammiko nāma kathinuddhāro	dhammikaḥ nāma kathin uddhāraḥ 
PA_bi-vb_pc30:2.1.6	samaggo bhikkhunisaṅgho sannipatitvā uddharati.	samaggaḥ bhikkhuni saṅghaḥ sannipatitvā uddharati 
PA_bi-vb_pc30:2.1.7	Paṭibāheyyāti	paṭibāheyyā iti 
PA_bi-vb_pc30:2.1.8	“kathaṁ idaṁ kathinaṁ na uddhareyyā”ti paṭibāhati, āpatti pācittiyassa.	katham idam kathinam na uddhareyya ati paṭibāhati āpatti pācittiyassa 
PA_bi-vb_pc30:2.1.9.1	Dhammike dhammikasaññā paṭibāhati, āpatti pācittiyassa.	dhammike dhammika saññā paṭibāhati āpatti pācittiyassa 
PA_bi-vb_pc30:2.1.10	Dhammike vematikā paṭibāhati, āpatti dukkaṭassa.	dhammike vematikā paṭibāhati āpatti dukkaṭassa 
PA_bi-vb_pc30:2.1.11	Dhammike adhammikasaññā paṭibāhati, anāpatti.	dhammike adhammika saññā paṭibāhati anāpatti 
PA_bi-vb_pc30:2.1.12	Adhammike dhammikasaññā, āpatti dukkaṭassa.	adhammike dhammika saññā āpatti dukkaṭassa 
PA_bi-vb_pc30:2.1.13	Adhammike vematikā, āpatti dukkaṭassa.	adhammike vematikā āpatti dukkaṭassa 
PA_bi-vb_pc30:2.1.14	Adhammike adhammikasaññā, anāpatti.	adhammike adhammika saññā anāpatti 
PA_bi-vb_pc30:2.2.1	Anāpatti—	anāpatti 
PA_bi-vb_pc30:2.2.2	ānisaṁsaṁ dassetvā paṭibāhati,	ānisasam dassetvā paṭibāhati 
PA_bi-vb_pc30:2.2.3	ummattikāya,	ummattikāya 
PA_bi-vb_pc30:2.2.4	ādikammikāyāti.	ādikammikāya ati 
PA_bi-vb_pc30:2.2.5	Dasamasikkhāpadaṁ niṭṭhitaṁ.	dasama sikkhāpadam niṭṭhita 
PA_bi-vb_pc30:2.2.6	Naggavaggo tatiyo.	nagga vaggaḥ tatiyaḥ 
