segmentnr	original	analyzed
PA_pli-tv-pvr_5:3.6	Kati hetū?	▁kati ▁ hetū
PA_pli-tv-pvr_5:3.7	Kati mūlāni?	▁kati ▁mūl āni
PA_pli-tv-pvr_5:3.8	Katihākārehi āpattiṁ āpajjati?	▁kati hākārehi ▁āpattiṃ ▁āpajjati
PA_pli-tv-pvr_5:3.9	Āpattādhikaraṇaṁ katihi samathehi sammati?	▁ ā patt ādhikaraṇ aṃ ▁kati hi ▁samath ehi ▁samma ti
PA_pli-tv-pvr_5:4.1	Kiccādhikaraṇassa—	▁kicc ādhikaraṇ assa
PA_pli-tv-pvr_5:4.2	kiṁ pubbaṅgamaṁ?	▁kiṃ ▁ pubbaṃgam aṃ
PA_pli-tv-pvr_5:4.3	Kati ṭhānāni?	▁kati ▁ṭhān āni
PA_pli-tv-pvr_5:4.4	Kati vatthūni?	▁kati ▁ vatthūni
PA_pli-tv-pvr_5:4.5	Kati bhūmiyo?	▁kati ▁bhūmi yo
PA_pli-tv-pvr_5:4.6	Kati hetū?	▁kati ▁ hetū
PA_pli-tv-pvr_5:4.7	Kati mūlāni?	▁kati ▁mūl āni
PA_pli-tv-pvr_5:4.8	Katihākārehi kiccaṁ jāyati?	▁kati hākārehi ▁kicc aṃ ▁jā yati
PA_pli-tv-pvr_5:4.9	Kiccādhikaraṇaṁ katihi samathehi sammati?	▁kicc ādhikaraṇ aṃ ▁kati hi ▁samath ehi ▁samma ti
PA_pli-tv-pvr_5:5.1	Vivādādhikaraṇassa kiṁ pubbaṅgamanti?	▁vivād ādhikaraṇ assa ▁kiṃ ▁ pubbaṃgam anti
PA_pli-tv-pvr_5:5.2	Lobho pubbaṅgamo, doso pubbaṅgamo, moho pubbaṅgamo, alobho pubbaṅgamo, adoso pubbaṅgamo, amoho pubbaṅgamo.	▁lobh o ▁ pubbaṃgam o ▁dos o ▁ pubbaṃgam o ▁moh o ▁ pubbaṃgam o ▁alobh o ▁ pubbaṃgam o ▁ ados o ▁ pubbaṃgam o ▁a moh o ▁ pubbaṃgam o
PA_pli-tv-pvr_5:5.3	Kati ṭhānānīti?	▁kati ▁ṭhān ānīti
PA_pli-tv-pvr_5:5.4	Aṭṭhārasa bhedakaravatthūni ṭhānāni.	▁aṭṭhārasa ▁bhed aka ra vatthūni ▁ṭhān āni
PA_pli-tv-pvr_5:5.5	Kati vatthūnīti?	▁kati ▁vatth ūn īti
PA_pli-tv-pvr_5:5.6	Aṭṭhārasa bhedakaravatthūni.	▁aṭṭhārasa ▁bhed aka ra vatthūni
PA_pli-tv-pvr_5:5.7	Kati bhūmiyoti?	▁kati ▁bhūmi yo ti
PA_pli-tv-pvr_5:5.8	Aṭṭhārasa bhedakaravatthūni bhūmiyo.	▁aṭṭhārasa ▁bhed aka ra vatthūni ▁bhūmi yo
PA_pli-tv-pvr_5:5.9	Kati hetūti?	▁kati ▁ hetū ti
PA_pli-tv-pvr_5:5.10	Nava hetū—	▁nava ▁ hetū
PA_pli-tv-pvr_5:5.11	tayo kusalahetū, tayo akusalahetū, tayo abyākatahetū.	▁tayo ▁kusal a hetū ▁tayo ▁akusal a hetū ▁tayo ▁abyākat a hetū
PA_pli-tv-pvr_5:5.12	Kati mūlānīti?	▁kati ▁mūl ānīti
PA_pli-tv-pvr_5:5.13	Dvādasa mūlāni.	▁dvādasa ▁mūl āni
PA_pli-tv-pvr_5:5.14	Katihākārehi vivadatīti?	▁kati hākārehi ▁vi va d atīti
PA_pli-tv-pvr_5:5.15	Dvīhākārehi vivadati—	▁d vī hākārehi ▁vi va d ati
PA_pli-tv-pvr_5:5.16	dhammadiṭṭhi vā adhammadiṭṭhi vā.	▁dhamm adiṭṭhi ▁vā ▁ adhamm adiṭṭhi ▁vā
PA_pli-tv-pvr_5:5.17	Vivādādhikaraṇaṁ katihi samathehi sammatīti?	▁vivād ādhikaraṇ aṃ ▁kati hi ▁samath ehi ▁samma tīti
PA_pli-tv-pvr_5:5.18	Vivādādhikaraṇaṁ dvīhi samathehi sammati—	▁vivād ādhikaraṇ aṃ ▁dvīhi ▁samath ehi ▁samma ti
PA_pli-tv-pvr_5:5.19	sammukhāvinayena ca yebhuyyasikāya ca.	▁sammukhā vinay ena ▁ca ▁yebhuyy as ikāya ▁ca
PA_pli-tv-pvr_5:6.1	Anuvādādhikaraṇassa kiṁ pubbaṅgamanti?	▁anu vād ādhikaraṇ assa ▁kiṃ ▁ pubbaṃgam anti
PA_pli-tv-pvr_5:6.2	Lobho pubbaṅgamo, doso pubbaṅgamo, moho pubbaṅgamo, alobho pubbaṅgamo, adoso pubbaṅgamo, amoho pubbaṅgamo.	▁lobh o ▁ pubbaṃgam o ▁dos o ▁ pubbaṃgam o ▁moh o ▁ pubbaṃgam o ▁alobh o ▁ pubbaṃgam o ▁ ados o ▁ pubbaṃgam o ▁a moh o ▁ pubbaṃgam o
PA_pli-tv-pvr_5:6.3	Kati ṭhānānīti?	▁kati ▁ṭhān ānīti
PA_pli-tv-pvr_5:6.4	Catasso vipattiyo ṭhānāni.	▁catasso ▁ vipatti yo ▁ṭhān āni
PA_pli-tv-pvr_5:6.5	Kati vatthūnīti?	▁kati ▁vatth ūn īti
PA_pli-tv-pvr_5:6.6	Catasso vipattiyo vatthūni.	▁catasso ▁ vipatti yo ▁ vatthūni
PA_pli-tv-pvr_5:6.7	Kati bhūmiyoti?	▁kati ▁bhūmi yo ti
PA_pli-tv-pvr_5:6.8	Catasso vipattiyo bhūmiyo.	▁catasso ▁ vipatti yo ▁bhūmi yo
PA_pli-tv-pvr_5:6.9	Kati hetūti?	▁kati ▁ hetū ti
PA_pli-tv-pvr_5:6.10	Nava hetū—	▁nava ▁ hetū
PA_pli-tv-pvr_5:6.11	tayo kusalahetū, tayo akusalahetū, tayo abyākatahetū.	▁tayo ▁kusal a hetū ▁tayo ▁akusal a hetū ▁tayo ▁abyākat a hetū
PA_pli-tv-pvr_5:6.12	Kati mūlānīti?	▁kati ▁mūl ānīti
PA_pli-tv-pvr_5:6.13	Cuddasa mūlāni.	▁cuddasa ▁mūl āni
PA_pli-tv-pvr_5:6.14	Katihākārehi anuvadatīti?	▁kati hākārehi ▁anu va d atīti
PA_pli-tv-pvr_5:6.15	Dvīhākārehi anuvadati—	▁d vī hākārehi ▁anu va d ati
PA_pli-tv-pvr_5:6.16	vatthuto vā āpattito vā.	▁vatthu to ▁vā ▁āpatti to ▁vā
PA_pli-tv-pvr_5:6.17	Anuvādādhikaraṇaṁ katihi samathehi sammatīti?	▁anu vād ādhikaraṇ aṃ ▁kati hi ▁samath ehi ▁samma tīti
PA_pli-tv-pvr_5:6.18	Anuvādādhikaraṇaṁ catūhi samathehi sammati—	▁anu vād ādhikaraṇ aṃ ▁catūhi ▁samath ehi ▁samma ti
PA_pli-tv-pvr_5:6.19	sammukhāvinayena ca sativinayena ca amūḷhavinayena ca tassapāpiyasikāya ca.	▁sammukhā vinay ena ▁ca ▁sati vinay ena ▁ca ▁a mūḷh avinay ena ▁ca ▁tassa pāp iy as ikāya ▁ca
PA_pli-tv-pvr_5:7.1	Āpattādhikaraṇassa kiṁ pubbaṅgamanti?	▁ ā patt ādhikaraṇ assa ▁kiṃ ▁ pubbaṃgam anti
PA_pli-tv-pvr_5:7.2	Lobho pubbaṅgamo, doso pubbaṅgamo, moho pubbaṅgamo, alobho pubbaṅgamo, adoso pubbaṅgamo, amoho pubbaṅgamo.	▁lobh o ▁ pubbaṃgam o ▁dos o ▁ pubbaṃgam o ▁moh o ▁ pubbaṃgam o ▁alobh o ▁ pubbaṃgam o ▁ ados o ▁ pubbaṃgam o ▁a moh o ▁ pubbaṃgam o
PA_pli-tv-pvr_5:7.3	Kati ṭhānānīti?	▁kati ▁ṭhān ānīti
PA_pli-tv-pvr_5:7.4	Satta āpattikkhandhā ṭhānāni.	▁satta ▁āpatti kkhandh ā ▁ṭhān āni
PA_pli-tv-pvr_5:7.5	Kati vatthūnīti?	▁kati ▁vatth ūn īti
PA_pli-tv-pvr_5:7.6	Satta āpattikkhandhā vatthūni.	▁satta ▁āpatti kkhandh ā ▁ vatthūni
PA_pli-tv-pvr_5:7.7	Kati bhūmiyoti?	▁kati ▁bhūmi yo ti
PA_pli-tv-pvr_5:7.8	Satta āpattikkhandhā bhūmiyo.	▁satta ▁āpatti kkhandh ā ▁bhūmi yo
PA_pli-tv-pvr_5:7.9	Kati hetūti?	▁kati ▁ hetū ti
PA_pli-tv-pvr_5:7.10	Cha hetū—	▁cha ▁ hetū
PA_pli-tv-pvr_5:7.11	tayo akusalahetū, tayo abyākatahetū.	▁tayo ▁akusal a hetū ▁tayo ▁abyākat a hetū
PA_pli-tv-pvr_5:7.12	Kati mūlānīti?	▁kati ▁mūl ānīti
PA_pli-tv-pvr_5:7.13	Cha āpattisamuṭṭhānāni mūlāni.	▁cha ▁āpatti samuṭṭhān āni ▁mūl āni
PA_pli-tv-pvr_5:7.14	Katihākārehi āpattiṁ āpajjatīti?	▁kati hākārehi ▁āpattiṃ ▁āpajj atīti
PA_pli-tv-pvr_5:7.15	Chahākārehi āpattiṁ āpajjati—	▁cha hākārehi ▁āpattiṃ ▁āpajjati
PA_pli-tv-pvr_5:7.16	alajjitā, aññāṇatā, kukkuccapakatatā, akappiye kappiyasaññitā, kappiye akappiyasaññitā, satisammosā.	▁ala jj itā ▁aññāṇ atā ▁ kukku cca pakat atā ▁akappiy e ▁kappiy asaññit ā ▁kappiy e ▁akappiy asaññit ā ▁sati sam mo sā
PA_pli-tv-pvr_5:7.17	Āpattādhikaraṇaṁ katihi samathehi sammatīti?	▁ ā patt ādhikaraṇ aṃ ▁kati hi ▁samath ehi ▁samma tīti
PA_pli-tv-pvr_5:7.18	Āpattādhikaraṇaṁ tīhi samathehi sammati—	▁ ā patt ādhikaraṇ aṃ ▁tīhi ▁samath ehi ▁samma ti
PA_pli-tv-pvr_5:7.19	sammukhāvinayena ca paṭiññātakaraṇena ca, sammukhāvinayena ca tiṇavatthārakena ca.	▁sammukhā vinay ena ▁ca ▁paṭiññā t akaraṇ ena ▁ca ▁sammukhā vinay ena ▁ca ▁tiṇ avatth ā r akena ▁ca
PA_pli-tv-pvr_5:8.1	Kiccādhikaraṇassa kiṁ pubbaṅgamanti?	▁kicc ādhikaraṇ assa ▁kiṃ ▁ pubbaṃgam anti
PA_pli-tv-pvr_5:8.2	Lobho pubbaṅgamo, doso pubbaṅgamo, moho pubbaṅgamo, alobho pubbaṅgamo, adoso pubbaṅgamo, amoho pubbaṅgamo.	▁lobh o ▁ pubbaṃgam o ▁dos o ▁ pubbaṃgam o ▁moh o ▁ pubbaṃgam o ▁alobh o ▁ pubbaṃgam o ▁ ados o ▁ pubbaṃgam o ▁a moh o ▁ pubbaṃgam o
PA_pli-tv-pvr_5:8.3	Kati ṭhānānīti?	▁kati ▁ṭhān ānīti
PA_pli-tv-pvr_5:8.4	Cattāri kammāni ṭhānāni.	▁cattāri ▁kamm āni ▁ṭhān āni
PA_pli-tv-pvr_5:8.5	Kati vatthūnīti?	▁kati ▁vatth ūn īti
PA_pli-tv-pvr_5:8.6	Cattāri kammāni vatthūni.	▁cattāri ▁kamm āni ▁ vatthūni
PA_pli-tv-pvr_5:8.7	Kati bhūmiyoti?	▁kati ▁bhūmi yo ti
PA_pli-tv-pvr_5:8.8	Cattāri kammāni bhūmiyo.	▁cattāri ▁kamm āni ▁bhūmi yo
PA_pli-tv-pvr_5:8.9	Kati hetūti?	▁kati ▁ hetū ti
PA_pli-tv-pvr_5:8.10	Nava hetū—	▁nava ▁ hetū
PA_pli-tv-pvr_5:8.11	tayo kusalahetū, tayo akusalahetū, tayo abyākatahetū.	▁tayo ▁kusal a hetū ▁tayo ▁akusal a hetū ▁tayo ▁abyākat a hetū
PA_pli-tv-pvr_5:8.12	Kati mūlānīti?	▁kati ▁mūl ānīti
PA_pli-tv-pvr_5:8.13	Ekaṁ mūlaṁ—	▁ekaṃ ▁mūl aṃ
PA_pli-tv-pvr_5:8.14	saṅgho.	▁saṃgho
PA_pli-tv-pvr_5:8.15	Katihākārehi kiccaṁ jāyatīti?	▁kati hākārehi ▁kicc aṃ ▁jā yatīti
PA_pli-tv-pvr_5:8.16	Dvīhākārehi kiccaṁ jāyati—	▁d vī hākārehi ▁kicc aṃ ▁jā yati
PA_pli-tv-pvr_5:8.17	ñattito vā apalokanato vā.	▁ñatti to ▁vā ▁apa lok anato ▁vā
PA_pli-tv-pvr_5:8.18	Kiccādhikaraṇaṁ katihi samathehi sammatīti?	▁kicc ādhikaraṇ aṃ ▁kati hi ▁samath ehi ▁samma tīti
PA_pli-tv-pvr_5:8.19	Kiccādhikaraṇaṁ ekena samathena sammati—	▁kicc ādhikaraṇ aṃ ▁ekena ▁samath ena ▁samma ti
PA_pli-tv-pvr_5:8.20	sammukhāvinayena.	▁sammukhā vinay ena
PA_pli-tv-pvr_5:9.1	Kati samathā?	▁kati ▁samath ā
PA_pli-tv-pvr_5:9.2	Satta samathā.	▁satta ▁samath ā
PA_pli-tv-pvr_5:9.3	Sammukhāvinayo, sativinayo, amūḷhavinayo, paṭiññātakaraṇaṁ, yebhuyyasikā, tassapāpiyasikā, tiṇavatthārako—	▁sammukhā vinay o ▁sati vinay o ▁a mūḷh avinay o ▁paṭiññā t akaraṇ aṃ ▁yebhuyy as ikā ▁tassa pāp iy as ikā ▁tiṇ avatth ā r ako
PA_pli-tv-pvr_5:9.4	ime satta samathā.	▁ime ▁satta ▁samath ā
PA_pli-tv-pvr_5:10.1	Siyā ime satta samathā dasa samathā honti, dasa samathā satta samathā honti vatthuvasena pariyāyena?	▁siyā ▁ime ▁satta ▁samath ā ▁dasa ▁samath ā ▁honti ▁dasa ▁samath ā ▁satta ▁samath ā ▁honti ▁vatthu vasena ▁pariyāy ena
PA_pli-tv-pvr_5:10.2	Siyāti.	▁siyā ti
PA_pli-tv-pvr_5:11.1	Kathañca siyā?	▁kathañca ▁siyā
PA_pli-tv-pvr_5:11.2	Vivādādhikaraṇassa dve samathā, anuvādādhikaraṇassa cattāro samathā, āpattādhikaraṇassa tayo samathā, kiccādhikaraṇassa eko samatho.	▁vivād ādhikaraṇ assa ▁dve ▁samath ā ▁anu vād ādhikaraṇ assa ▁cattāro ▁samath ā ▁ ā patt ādhikaraṇ assa ▁tayo ▁samath ā ▁kicc ādhikaraṇ assa ▁eko ▁samath o
PA_pli-tv-pvr_5:11.3	Evaṁ ime satta samathā dasa samathā honti, dasa samathā satta samathā honti vatthuvasena pariyāyena.	▁evaṃ ▁ime ▁satta ▁samath ā ▁dasa ▁samath ā ▁honti ▁dasa ▁samath ā ▁satta ▁samath ā ▁honti ▁vatthu vasena ▁pariyāy ena
PA_pli-tv-pvr_5:12.1	Pariyāyavāro niṭṭhito chaṭṭho.	▁pariyāy avāro ▁niṭṭhito ▁chaṭṭh o
PA_pli-tv-pvr_5:13.0	2. Sādhāraṇavāra	▁ sādhāraṇ avāra
PA_pli-tv-pvr_5:13.1	Kati samathā vivādādhikaraṇassa sādhāraṇā?	▁kati ▁samath ā ▁vivād ādhikaraṇ assa ▁ sādhāraṇ ā
PA_pli-tv-pvr_5:13.2	Kati samathā vivādādhikaraṇassa asādhāraṇā?	▁kati ▁samath ā ▁vivād ādhikaraṇ assa ▁a sādhāraṇ ā
PA_pli-tv-pvr_5:13.3	Kati samathā anuvādādhikaraṇassa sādhāraṇā?	▁kati ▁samath ā ▁anu vād ādhikaraṇ assa ▁ sādhāraṇ ā
PA_pli-tv-pvr_5:13.4	Kati samathā anuvādādhikaraṇassa asādhāraṇā?	▁kati ▁samath ā ▁anu vād ādhikaraṇ assa ▁a sādhāraṇ ā
PA_pli-tv-pvr_5:13.5	Kati samathā āpattādhikaraṇassa sādhāraṇā?	▁kati ▁samath ā ▁ ā patt ādhikaraṇ assa ▁ sādhāraṇ ā
PA_pli-tv-pvr_5:13.6	Kati samathā āpattādhikaraṇassa asādhāraṇā?	▁kati ▁samath ā ▁ ā patt ādhikaraṇ assa ▁a sādhāraṇ ā
PA_pli-tv-pvr_5:13.7	Kati samathā kiccādhikaraṇassa sādhāraṇā?	▁kati ▁samath ā ▁kicc ādhikaraṇ assa ▁ sādhāraṇ ā
PA_pli-tv-pvr_5:13.8	Kati samathā kiccādhikaraṇassa asādhāraṇā?	▁kati ▁samath ā ▁kicc ādhikaraṇ assa ▁a sādhāraṇ ā
PA_pli-tv-pvr_5:14.1	Dve samathā vivādādhikaraṇassa sādhāraṇā—	▁dve ▁samath ā ▁vivād ādhikaraṇ assa ▁ sādhāraṇ ā
PA_pli-tv-pvr_5:14.2	sammukhāvinayo, yebhuyyasikā.	▁sammukhā vinay o ▁yebhuyy as ikā
PA_pli-tv-pvr_5:14.3	Pañca samathā vivādādhikaraṇassa asādhāraṇā—	▁pañca ▁samath ā ▁vivād ādhikaraṇ assa ▁a sādhāraṇ ā
PA_pli-tv-pvr_5:14.4	sativinayo, amūḷhavinayo, paṭiññātakaraṇaṁ, tassapāpiyasikā, tiṇavatthārako.	▁sati vinay o ▁a mūḷh avinay o ▁paṭiññā t akaraṇ aṃ ▁tassa pāp iy as ikā ▁tiṇ avatth ā r ako
PA_pli-tv-pvr_5:15.1	Cattāro samathā anuvādādhikaraṇassa sādhāraṇā—	▁cattāro ▁samath ā ▁anu vād ādhikaraṇ assa ▁ sādhāraṇ ā
PA_pli-tv-pvr_5:15.2	sammukhāvinayo, sativinayo, amūḷhavinayo, tassapāpiyasikā.	▁sammukhā vinay o ▁sati vinay o ▁a mūḷh avinay o ▁tassa pāp iy as ikā
PA_pli-tv-pvr_5:15.3	Tayo samathā anuvādādhikaraṇassa asādhāraṇā—	▁tayo ▁samath ā ▁anu vād ādhikaraṇ assa ▁a sādhāraṇ ā
PA_pli-tv-pvr_5:15.4	yebhuyyasikā, paṭiññātakaraṇaṁ, tiṇavatthārako.	▁yebhuyy as ikā ▁paṭiññā t akaraṇ aṃ ▁tiṇ avatth ā r ako
PA_pli-tv-pvr_5:16.1	Tayo samathā āpattādhikaraṇassa sādhāraṇā—	▁tayo ▁samath ā ▁ ā patt ādhikaraṇ assa ▁ sādhāraṇ ā
PA_pli-tv-pvr_5:16.2	sammukhāvinayo, paṭiññātakaraṇaṁ, tiṇavatthārako.	▁sammukhā vinay o ▁paṭiññā t akaraṇ aṃ ▁tiṇ avatth ā r ako
PA_pli-tv-pvr_5:16.3	Cattāro samathā āpattādhikaraṇassa asādhāraṇā—	▁cattāro ▁samath ā ▁ ā patt ādhikaraṇ assa ▁a sādhāraṇ ā
PA_pli-tv-pvr_5:16.4	yebhuyyasikā, sativinayo, amūḷhavinayo, tassapāpiyasikā.	▁yebhuyy as ikā ▁sati vinay o ▁a mūḷh avinay o ▁tassa pāp iy as ikā
PA_pli-tv-pvr_5:17.1	Eko samatho kiccādhikaraṇassa sādhāraṇo—	▁eko ▁samath o ▁kicc ādhikaraṇ assa ▁ sādhāraṇ o
PA_pli-tv-pvr_5:17.2	sammukhāvinayo.	▁sammukhā vinay o
PA_pli-tv-pvr_5:17.3	Cha samathā kiccādhikaraṇassa asādhāraṇā—	▁cha ▁samath ā ▁kicc ādhikaraṇ assa ▁a sādhāraṇ ā
PA_pli-tv-pvr_5:17.4	yebhuyyasikā, sativinayo, amūḷhavinayo, paṭiññātakaraṇaṁ, tassapāpiyasikā, tiṇavatthārako.	▁yebhuyy as ikā ▁sati vinay o ▁a mūḷh avinay o ▁paṭiññā t akaraṇ aṃ ▁tassa pāp iy as ikā ▁tiṇ avatth ā r ako
PA_pli-tv-pvr_5:18.1	Sādhāraṇavāro niṭṭhito sattamo.	▁ sādhāraṇ avāro ▁niṭṭhito ▁sattam o
PA_pli-tv-pvr_5:19.0	3. Tabbhāgiyavāra	▁t ab bhāgiy avāra
PA_pli-tv-pvr_5:19.1	Kati samathā vivādādhikaraṇassa tabbhāgiyā?	▁kati ▁samath ā ▁vivād ādhikaraṇ assa ▁t ab bhāgiy ā
PA_pli-tv-pvr_5:19.2	Kati samathā vivādādhikaraṇassa aññabhāgiyā?	▁kati ▁samath ā ▁vivād ādhikaraṇ assa ▁aññ a bhāgiy ā
PA_pli-tv-pvr_5:19.3	Kati samathā anuvādādhikaraṇassa tabbhāgiyā?	▁kati ▁samath ā ▁anu vād ādhikaraṇ assa ▁t ab bhāgiy ā
PA_pli-tv-pvr_5:19.4	Kati samathā anuvādādhikaraṇassa aññabhāgiyā?	▁kati ▁samath ā ▁anu vād ādhikaraṇ assa ▁aññ a bhāgiy ā
PA_pli-tv-pvr_5:19.5	Kati samathā āpattādhikaraṇassa tabbhāgiyā?	▁kati ▁samath ā ▁ ā patt ādhikaraṇ assa ▁t ab bhāgiy ā
PA_pli-tv-pvr_5:19.6	Kati samathā āpattādhikaraṇassa aññabhāgiyā?	▁kati ▁samath ā ▁ ā patt ādhikaraṇ assa ▁aññ a bhāgiy ā
PA_pli-tv-pvr_5:19.7	Kati samathā kiccādhikaraṇassa tabbhāgiyā?	▁kati ▁samath ā ▁kicc ādhikaraṇ assa ▁t ab bhāgiy ā
PA_pli-tv-pvr_5:19.8	Kati samathā kiccādhikaraṇassa aññabhāgiyā?	▁kati ▁samath ā ▁kicc ādhikaraṇ assa ▁aññ a bhāgiy ā
PA_pli-tv-pvr_5:20.1	Dve samathā vivādādhikaraṇassa tabbhāgiyā—	▁dve ▁samath ā ▁vivād ādhikaraṇ assa ▁t ab bhāgiy ā
PA_pli-tv-pvr_5:20.2	sammukhāvinayo, yebhuyyasikā.	▁sammukhā vinay o ▁yebhuyy as ikā
PA_pli-tv-pvr_5:20.3	Pañca samathā vivādādhikaraṇassa aññabhāgiyā—	▁pañca ▁samath ā ▁vivād ādhikaraṇ assa ▁aññ a bhāgiy ā
PA_pli-tv-pvr_5:20.4	sativinayo, amūḷhavinayo, paṭiññātakaraṇaṁ, tassapāpiyasikā, tiṇavatthārako.	▁sati vinay o ▁a mūḷh avinay o ▁paṭiññā t akaraṇ aṃ ▁tassa pāp iy as ikā ▁tiṇ avatth ā r ako
PA_pli-tv-pvr_5:21.1	Cattāro samathā anuvādādhikaraṇassa tabbhāgiyā—	▁cattāro ▁samath ā ▁anu vād ādhikaraṇ assa ▁t ab bhāgiy ā
PA_pli-tv-pvr_5:21.2	sammukhāvinayo, sativinayo, amūḷhavinayo, tassapāpiyasikā.	▁sammukhā vinay o ▁sati vinay o ▁a mūḷh avinay o ▁tassa pāp iy as ikā
PA_pli-tv-pvr_5:21.3	Tayo samathā anuvādādhikaraṇassa aññabhāgiyā—	▁tayo ▁samath ā ▁anu vād ādhikaraṇ assa ▁aññ a bhāgiy ā
PA_pli-tv-pvr_5:21.4	yebhuyyasikā, paṭiññātakaraṇaṁ, tiṇavatthārako.	▁yebhuyy as ikā ▁paṭiññā t akaraṇ aṃ ▁tiṇ avatth ā r ako
PA_pli-tv-pvr_5:22.1	Tayo samathā āpattādhikaraṇassa tabbhāgiyā—	▁tayo ▁samath ā ▁ ā patt ādhikaraṇ assa ▁t ab bhāgiy ā
PA_pli-tv-pvr_5:22.2	sammukhāvinayo, paṭiññātakaraṇaṁ, tiṇavatthārako.	▁sammukhā vinay o ▁paṭiññā t akaraṇ aṃ ▁tiṇ avatth ā r ako
PA_pli-tv-pvr_5:22.3	Cattāro samathā āpattādhikaraṇassa aññabhāgiyā—	▁cattāro ▁samath ā ▁ ā patt ādhikaraṇ assa ▁aññ a bhāgiy ā
PA_pli-tv-pvr_5:22.4	yebhuyyasikā, sativinayo, amūḷhavinayo, tassapāpiyasikā.	▁yebhuyy as ikā ▁sati vinay o ▁a mūḷh avinay o ▁tassa pāp iy as ikā
PA_pli-tv-pvr_5:23.1	Eko samatho kiccādhikaraṇassa tabbhāgiyo—	▁eko ▁samath o ▁kicc ādhikaraṇ assa ▁t ab bhāgiy o
PA_pli-tv-pvr_5:23.2	sammukhāvinayo.	▁sammukhā vinay o
PA_pli-tv-pvr_5:23.3	Cha samathā kiccādhikaraṇassa aññabhāgiyā—	▁cha ▁samath ā ▁kicc ādhikaraṇ assa ▁aññ a bhāgiy ā
PA_pli-tv-pvr_5:23.4	yebhuyyasikā, sativinayo, amūḷhavinayo, paṭiññātakaraṇaṁ, tassapāpiyasikā, tiṇavatthārako.	▁yebhuyy as ikā ▁sati vinay o ▁a mūḷh avinay o ▁paṭiññā t akaraṇ aṃ ▁tassa pāp iy as ikā ▁tiṇ avatth ā r ako
PA_pli-tv-pvr_5:24.1	Tabbhāgiyavāro niṭṭhito aṭṭhamo.	▁t ab bhāgiy avāro ▁niṭṭhito ▁aṭṭham o
PA_pli-tv-pvr_5:25.0	4. Samathāsamathassasādhāraṇavāra	▁samath ā sam atha ssa sādhāraṇ avāra
PA_pli-tv-pvr_5:25.1	Samathā samathassa sādhāraṇā, samathā samathassa asādhāraṇā.	▁samath ā ▁samath assa ▁ sādhāraṇ ā ▁samath ā ▁samath assa ▁a sādhāraṇ ā
