segmentnr	original	analyzed
PA_pli-tv-bu-vb_pc69:2.1.15	Āmisasambhogo nāma	▁āmis asam bhog o ▁nāma
PA_pli-tv-bu-vb_pc69:2.1.16	āmisaṁ deti vā paṭiggaṇhāti vā, āpatti pācittiyassa.	▁āmis aṃ ▁deti ▁vā ▁paṭiggaṇh āti ▁vā ▁āpatti ▁pācittiy assa
PA_pli-tv-bu-vb_pc69:2.1.17	Dhammasambhogo nāma	▁dhamma sam bhog o ▁nāma
PA_pli-tv-bu-vb_pc69:2.1.18	uddisati vā uddisāpeti vā, padena uddisati vā uddisāpeti vā, pade pade āpatti pācittiyassa.	▁uddis ati ▁vā ▁uddis āpeti ▁vā ▁pad ena ▁uddis ati ▁vā ▁uddis āpeti ▁vā ▁pad e ▁pad e ▁āpatti ▁pācittiy assa
PA_pli-tv-bu-vb_pc69:2.1.19	Akkharāya uddisati vā uddisāpeti vā, akkharakkharāya āpatti pācittiyassa.	▁a kkhar āya ▁uddis ati ▁vā ▁uddis āpeti ▁vā ▁a kkhar a kkhar āya ▁āpatti ▁pācittiy assa
PA_pli-tv-bu-vb_pc69:2.1.20	Saṁvaseyya vāti	▁saṃ va s eyya ▁vāti
PA_pli-tv-bu-vb_pc69:2.1.21	ukkhittakena saddhiṁ uposathaṁ vā pavāraṇaṁ vā saṅghakammaṁ vā karoti, āpatti pācittiyassa.	▁ukkhitt akena ▁saddhiṃ ▁uposath aṃ ▁vā ▁ pavāraṇ aṃ ▁vā ▁saṃgh akammaṃ ▁vā ▁karoti ▁āpatti ▁pācittiy assa
PA_pli-tv-bu-vb_pc69:2.1.22	Saha vā seyyaṁ kappeyyāti	▁saha ▁vā ▁seyy aṃ ▁kapp eyyāti
PA_pli-tv-bu-vb_pc69:2.1.23	ekacchanne ukkhittake nipanne bhikkhu nipajjati, āpatti pācittiyassa.	▁eka cchann e ▁ukkhitt ake ▁nipann e ▁bhikkhu ▁nipajj ati ▁āpatti ▁pācittiy assa
PA_pli-tv-bu-vb_pc69:2.1.24	Bhikkhu nipanne ukkhittako nipajjati, āpatti pācittiyassa.	▁bhikkhu ▁nipann e ▁ukkhitt ako ▁nipajj ati ▁āpatti ▁pācittiy assa
PA_pli-tv-bu-vb_pc69:2.1.25	Ubho vā nipajjanti, āpatti pācittiyassa.	▁ubho ▁vā ▁nipajj anti ▁āpatti ▁pācittiy assa
PA_pli-tv-bu-vb_pc69:2.1.26	Uṭṭhahitvā punappunaṁ nipajjanti, āpatti pācittiyassa.	▁uṭṭhah itvā ▁punappunaṃ ▁nipajj anti ▁āpatti ▁pācittiy assa
PA_pli-tv-bu-vb_pc69:2.2.1	Ukkhittake ukkhittakasaññī sambhuñjati vā saṁvasati vā saha vā seyyaṁ kappeti, āpatti pācittiyassa.	▁ukkhitt ake ▁ukkhitt ak asaññī ▁sam bhuñj ati ▁vā ▁saṃ va sati ▁vā ▁saha ▁vā ▁seyy aṃ ▁kappe ti ▁āpatti ▁pācittiy assa
PA_pli-tv-bu-vb_pc69:2.2.2	Ukkhittake vematiko sambhuñjati vā saṁvasati vā saha vā seyyaṁ kappeti, āpatti dukkaṭassa.	▁ukkhitt ake ▁ve mati ko ▁sam bhuñj ati ▁vā ▁saṃ va sati ▁vā ▁saha ▁vā ▁seyy aṃ ▁kappe ti ▁āpatti ▁dukkaṭassa
PA_pli-tv-bu-vb_pc69:2.2.3	Ukkhittake anukkhittakasaññī sambhuñjati vā saṁvasati vā saha vā seyyaṁ kappeti, anāpatti.	▁ukkhitt ake ▁anu kkhitta k asaññī ▁sam bhuñj ati ▁vā ▁saṃ va sati ▁vā ▁saha ▁vā ▁seyy aṃ ▁kappe ti ▁anāpatti
PA_pli-tv-bu-vb_pc69:2.2.4	Anukkhittake ukkhittakasaññī, āpatti dukkaṭassa.	▁anu kkhitta ke ▁ukkhitt ak asaññī ▁āpatti ▁dukkaṭassa
PA_pli-tv-bu-vb_pc69:2.2.5	Anukkhittake vematiko, āpatti dukkaṭassa.	▁anu kkhitta ke ▁ve mati ko ▁āpatti ▁dukkaṭassa
PA_pli-tv-bu-vb_pc69:2.2.6	Anukkhittake anukkhittakasaññī, anāpatti.	▁anu kkhitta ke ▁anu kkhitta k asaññī ▁anāpatti
PA_pli-tv-bu-vb_pc69:2.3.1	Anāpatti—	▁anāpatti
PA_pli-tv-bu-vb_pc69:2.3.2	anukkhittoti jānāti,	▁anu kkhi tt oti ▁jānāti
PA_pli-tv-bu-vb_pc69:2.3.3	ukkhitto osāritoti jānāti,	▁ukkhitt o ▁ o sār itoti ▁jānāti
PA_pli-tv-bu-vb_pc69:2.3.4	taṁ diṭṭhiṁ paṭinissaṭṭhoti jānāti,	▁taṃ ▁diṭṭhi ṃ ▁paṭi niss aṭṭh oti ▁jānāti
PA_pli-tv-bu-vb_pc69:2.3.5	ummattakassa,	▁ummattak assa
PA_pli-tv-bu-vb_pc69:2.3.6	ādikammikassāti.	▁ādi kamm i k assāti
PA_pli-tv-bu-vb_pc69:2.3.7	Ukkhittasambhogasikkhāpadaṁ niṭṭhitaṁ navamaṁ.	▁ukkhitt asam bhog asikkhāpad aṃ ▁niṭṭhitaṃ ▁navam aṃ
